"Kod";"Nazwa";"Przystanki";"Wyszczególnienie";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1800000;"PODKARPACKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2019";10221;"szt.";"";
1800000;"PODKARPACKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2020";10389;"szt.";"";
1800000;"PODKARPACKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2021";10390;"szt.";"";
1800000;"PODKARPACKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2022";10621;"szt.";"";
1800000;"PODKARPACKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2018";9981;"szt.";"";
1800000;"PODKARPACKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2019";10221;"szt.";"";
1800000;"PODKARPACKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2020";10389;"szt.";"";
1800000;"PODKARPACKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2021";10390;"szt.";"";
1800000;"PODKARPACKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2022";10621;"szt.";"";
1800000;"PODKARPACKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"przystanki tramwajowe";"ogółem";"2018";0;"szt.";"";
1800000;"PODKARPACKIE";"przystanki tramwajowe";"ogółem";"2019";0;"szt.";"";
1800000;"PODKARPACKIE";"przystanki tramwajowe";"ogółem";"2020";0;"szt.";"";
1800000;"PODKARPACKIE";"przystanki tramwajowe";"ogółem";"2021";0;"szt.";"";
1800000;"PODKARPACKIE";"przystanki tramwajowe";"ogółem";"2022";0;"szt.";"";
1800000;"PODKARPACKIE";"przystanki tramwajowe";"ogółem";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2018";0;"szt.";"";
1800000;"PODKARPACKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2019";0;"szt.";"";
1800000;"PODKARPACKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2020";0;"szt.";"";
1800000;"PODKARPACKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2021";0;"szt.";"";
1800000;"PODKARPACKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2022";0;"szt.";"";
1800000;"PODKARPACKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2023";;"szt.";"n";
2000000;"PODLASKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2018";6152;"szt.";"";
2000000;"PODLASKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2019";6504;"szt.";"";
2000000;"PODLASKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2020";6720;"szt.";"";
2000000;"PODLASKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2021";6890;"szt.";"";
2000000;"PODLASKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2022";6998;"szt.";"";
2000000;"PODLASKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2023";;"szt.";"n";
2000000;"PODLASKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2018";6152;"szt.";"";
2000000;"PODLASKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2019";6504;"szt.";"";
2000000;"PODLASKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2020";6720;"szt.";"";
2000000;"PODLASKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2021";6890;"szt.";"";
2000000;"PODLASKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2022";6998;"szt.";"";
2000000;"PODLASKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2023";;"szt.";"n";
2000000;"PODLASKIE";"przystanki tramwajowe";"ogółem";"2018";0;"szt.";"";
2000000;"PODLASKIE";"przystanki tramwajowe";"ogółem";"2019";0;"szt.";"";
2000000;"PODLASKIE";"przystanki tramwajowe";"ogółem";"2020";0;"szt.";"";
2000000;"PODLASKIE";"przystanki tramwajowe";"ogółem";"2021";0;"szt.";"";
2000000;"PODLASKIE";"przystanki tramwajowe";"ogółem";"2022";0;"szt.";"";
2000000;"PODLASKIE";"przystanki tramwajowe";"ogółem";"2023";;"szt.";"n";
2000000;"PODLASKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2018";0;"szt.";"";
2000000;"PODLASKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2019";0;"szt.";"";
2000000;"PODLASKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2020";0;"szt.";"";
2000000;"PODLASKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2021";0;"szt.";"";
2000000;"PODLASKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2022";0;"szt.";"";
2000000;"PODLASKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2023";;"szt.";"n";
2200000;"POMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2018";9330;"szt.";"";
2200000;"POMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2019";9562;"szt.";"";
2200000;"POMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2020";9750;"szt.";"";
2200000;"POMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2021";9846;"szt.";"";
2200000;"POMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2022";10137;"szt.";"";
2200000;"POMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2023";;"szt.";"n";
2200000;"POMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2018";9089;"szt.";"";
2200000;"POMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2019";9340;"szt.";"";
2200000;"POMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2020";9504;"szt.";"";
2200000;"POMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2021";9600;"szt.";"";
2200000;"POMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2022";9885;"szt.";"";
2200000;"POMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2023";;"szt.";"n";
2200000;"POMORSKIE";"przystanki tramwajowe";"ogółem";"2018";241;"szt.";"";
2200000;"POMORSKIE";"przystanki tramwajowe";"ogółem";"2019";222;"szt.";"";
2200000;"POMORSKIE";"przystanki tramwajowe";"ogółem";"2020";246;"szt.";"";
2200000;"POMORSKIE";"przystanki tramwajowe";"ogółem";"2021";246;"szt.";"";
2200000;"POMORSKIE";"przystanki tramwajowe";"ogółem";"2022";252;"szt.";"";
2200000;"POMORSKIE";"przystanki tramwajowe";"ogółem";"2023";;"szt.";"n";
2200000;"POMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2018";12;"szt.";"";
2200000;"POMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2019";9;"szt.";"";
2200000;"POMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2020";9;"szt.";"";
2200000;"POMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2021";9;"szt.";"";
2200000;"POMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2022";9;"szt.";"";
2200000;"POMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2018";13400;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2019";13665;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2020";13997;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2021";14212;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2022";14651;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2018";12865;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2019";13146;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2020";13502;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2021";13689;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2022";14111;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"przystanki tramwajowe";"ogółem";"2018";535;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki tramwajowe";"ogółem";"2019";519;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki tramwajowe";"ogółem";"2020";495;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki tramwajowe";"ogółem";"2021";523;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki tramwajowe";"ogółem";"2022";540;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki tramwajowe";"ogółem";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2018";168;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2019";100;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2020";122;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2021";100;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2022";142;"szt.";"";
2400000;"ŚLĄSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2018";12098;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2019";12510;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2020";12835;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2021";13058;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2022";13389;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2018";12098;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2019";12510;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2020";12835;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2021";13058;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2022";13389;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki tramwajowe";"ogółem";"2018";0;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki tramwajowe";"ogółem";"2019";0;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki tramwajowe";"ogółem";"2020";0;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki tramwajowe";"ogółem";"2021";0;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki tramwajowe";"ogółem";"2022";0;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki tramwajowe";"ogółem";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2018";0;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2019";0;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2020";0;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2021";0;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2022";0;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2018";5734;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2019";5922;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2020";6055;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2021";6420;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2022";6958;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2018";5635;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2019";5823;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2020";5956;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2021";6321;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2022";6859;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki tramwajowe";"ogółem";"2018";99;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki tramwajowe";"ogółem";"2019";99;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki tramwajowe";"ogółem";"2020";99;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki tramwajowe";"ogółem";"2021";99;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki tramwajowe";"ogółem";"2022";99;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki tramwajowe";"ogółem";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2018";14;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2019";14;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2020";14;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2021";14;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2022";14;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2018";14913;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2019";15409;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2020";15875;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2021";16216;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2022";16618;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2018";14681;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2019";15181;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2020";15643;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2021";15986;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2022";16379;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"przystanki tramwajowe";"ogółem";"2018";232;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki tramwajowe";"ogółem";"2019";228;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki tramwajowe";"ogółem";"2020";232;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki tramwajowe";"ogółem";"2021";230;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki tramwajowe";"ogółem";"2022";239;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki tramwajowe";"ogółem";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2018";58;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2019";64;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2020";64;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2021";74;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2022";78;"szt.";"";
3000000;"WIELKOPOLSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2018";6837;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2019";6904;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2020";6942;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2021";7011;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2022";7113;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe (z trolejbusowymi) i tramwajowe";"ogółem";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2018";6608;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2019";6675;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2020";6713;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2021";6769;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2022";6871;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki autobusowe ( z trolejbusowymi)";"ogółem";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"przystanki tramwajowe";"ogółem";"2018";229;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki tramwajowe";"ogółem";"2019";229;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki tramwajowe";"ogółem";"2020";229;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki tramwajowe";"ogółem";"2021";242;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki tramwajowe";"ogółem";"2022";242;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki tramwajowe";"ogółem";"2023";;"szt.";"n";
3200000;"ZACHODNIOPOMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2018";55;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2019";55;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2020";62;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2021";67;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2022";67;"szt.";"";
3200000;"ZACHODNIOPOMORSKIE";"przystanki wspólne dla tramwajów i autobusów";"ogółem";"2023";;"szt.";"n";
